solo:LTR7C:386	LTR7C:3004	NA
solo:LTR7C:386	LTR7C:3005	NA
solo:LTR7C:386	LTR7C:3006	NA
solo:LTR7C:386	LTR7C:3007	NA
solo:LTR7C:386	LTR7C:3008	NA
solo:LTR7C:386	LTR7C:3009	NA
solo:LTR7C:386	LTR7C:3010	NA
solo:LTR7C:386	LTR7C:3011	NA
solo:LTR7C:386	LTR7C:3012	NA
solo:LTR7C:386	LTR7C:3013	NA
solo:LTR7C:386	LTR7C:3014	NA
solo:LTR7C:386	LTR7C:3015	NA
solo:LTR7C:386	LTR7C:3016	NA
solo:LTR7C:386	LTR7C:3017	NA
solo:LTR7:387	LTR7:3063	NA
solo:LTR7B:388	LTR7B:3064	NA
solo:LTR7:389	LTR7:3065	NA
solo:LTR7:390	LTR7:3069	NA
solo:LTR7B:391	LTR7B:3070	NA
solo:LTR7:392	LTR7:3079	NA
solo:LTR7:393	LTR7:3080	NA
solo:LTR7B:394	LTR7B:3081	NA
solo:LTR7C:395	LTR7C:3082	NA
solo:LTR7:396	LTR7:3083	NA
solo:LTR7B:397	LTR7B:3084	NA
solo:LTR7B:398	LTR7B:3085	NA
solo:LTR7C:399	LTR7C:3086	NA
solo:LTR7:400	LTR7:3091	NA
solo:LTR7B:401	LTR7B:3022	NA
solo:LTR7B:402	LTR7B:3097	NA
solo:LTR7B:403	LTR7B:3105	NA
solo:LTR7B:404	LTR7B:3116	NA
solo:LTR7B:405	LTR7B:3117	NA
solo:LTR7:406	LTR7:3118	NA
solo:LTR7:407	LTR7:3023	NA
solo:LTR7C:408	LTR7C:3125	NA
solo:LTR7B:409	LTR7B:3024	NA
solo:LTR7:410	LTR7:1	NA
solo:LTR7C:411	LTR7C:3126	NA
solo:LTR7B_LTR7:412	LTR7B:3143	NA
solo:LTR7B_LTR7:412	LTR7:3145	NA
solo:LTR7:413	LTR7:3144	NA
solo:LTR7:414	LTR7:3155	NA
solo:LTR7B:415	LTR7B:3127	NA
solo:LTR7:416	LTR7:3156	NA
solo:LTR7:417	LTR7:3169	NA
solo:LTR7B:418	LTR7B:3170	NA
solo:LTR7:419	LTR7:3178	NA
solo:LTR7:420	LTR7:3179	NA
solo:LTR7B:421	LTR7B:3180	NA
solo:LTR7:422	LTR7:3199	NA
solo:LTR7B:423	LTR7B:3225	NA
solo:LTR7:424	LTR7:3226	NA
solo:LTR7Y_LTR7:425	LTR7:3227	NA
solo:LTR7Y_LTR7:425	LTR7Y:3228	NA
solo:LTR7B:426	LTR7B:3236	NA
solo:LTR7:427	LTR7:3253	NA
solo:LTR7B:428	LTR7B:3263	NA
solo:LTR7C:429	LTR7C:3264	NA
solo:LTR7B:430	LTR7B:3273	NA
solo:LTR7:431	LTR7:3274	NA
solo:LTR7:432	LTR7:3275	NA
solo:LTR7:433	LTR7:3293	NA
solo:LTR7:434	LTR7:3128	NA
solo:LTR7:435	LTR7:301	NA
solo:LTR7:436	LTR7:3294	NA
solo:LTR7B:437	LTR7B:3295	NA
solo:LTR7C:438	LTR7C:3296	NA
solo:LTR7:439	LTR7:3353	NA
solo:LTR7B:440	LTR7B:3354	NA
solo:LTR7C:441	LTR7C:3355	NA
solo:LTR7B:442	LTR7B:3356	NA
solo:LTR7B:442	LTR7B:3357	NA
solo:LTR7C:443	LTR7C:3358	NA
solo:LTR7B:444	LTR7B:302	NA
solo:LTR7B:445	LTR7B:303	NA
solo:LTR7B:446	LTR7B:3368	NA
solo:LTR7:447	LTR7:3369	NA
solo:LTR7:448	LTR7:3370	NA
solo:LTR7:449	LTR7:3382	NA
solo:LTR7:450	LTR7:3383	NA
solo:LTR7B:451	LTR7B:3384	NA
solo:LTR7B:452	LTR7B:3411	NA
solo:LTR7C_LTR7:453	LTR7:3424	NA
solo:LTR7C_LTR7:453	LTR7C:3425	NA
solo:LTR7B:454	LTR7B:3298	NA
solo:LTR7B:454	LTR7B:3299	NA
solo:LTR7B:454	LTR7B:3300	NA
solo:LTR7:455	LTR7:3448	NA
solo:LTR7A:456	LTR7A:3449	NA
solo:LTR7B:457	LTR7B:3450	NA
solo:LTR7B:458	LTR7B:3297	NA
solo:LTR7B:459	LTR7B:3467	NA
solo:LTR7:460	LTR7:3476	NA
solo:LTR7A_LTR7:461	LTR7:3477	NA
solo:LTR7A_LTR7:461	LTR7A:3478	NA
solo:LTR7B:462	LTR7B:3479	NA
solo:LTR7:463	LTR7:3480	NA
solo:LTR7C:464	LTR7C:3483	NA
solo:LTR7C:465	LTR7C:3484	NA
solo:LTR7:466	LTR7:3492	NA
solo:LTR7Y:467	LTR7Y:317	NA
solo:LTR7Y:468	LTR7Y:318	NA
solo:LTR7Y:468	LTR7Y:319	NA
solo:LTR7:469	LTR7:3516	NA
solo:LTR7C:470	LTR7C:3523	NA
solo:LTR7B:471	LTR7B:3524	NA
solo:LTR7:472	LTR7:3525	NA
solo:LTR7:473	LTR7:3526	NA
solo:LTR7:473	LTR7:3527	NA
solo:LTR7:474	LTR7:3528	NA
solo:LTR7Y:475	LTR7Y:3529	NA
solo:LTR7B:476	LTR7B:3530	NA
solo:LTR7B:477	LTR7B:3543	NA
solo:LTR7B:478	LTR7B:3548	NA
solo:LTR7:479	LTR7:3549	NA
solo:LTR7:480	LTR7:3550	NA
solo:LTR7B:481	LTR7B:3551	NA
solo:LTR7:482	LTR7:3560	NA
solo:LTR7C:483	LTR7C:3561	NA
solo:LTR7B:484	LTR7B:3562	NA
solo:LTR7B:485	LTR7B:3563	NA
solo:LTR7B:485	LTR7B:3564	NA
solo:LTR7C:486	LTR7C:3589	NA
solo:LTR7C:486	LTR7C:3590	NA
solo:LTR7B:487	LTR7B:3319	NA
solo:LTR7:488	LTR7:320	NA
solo:LTR7:489	LTR7:3325	NA
solo:LTR7C:490	LTR7C:3337	NA
solo:LTR7:491	LTR7:3594	NA
solo:LTR7B:492	LTR7B:3595	NA
solo:LTR7B:492	LTR7B:3596	NA
solo:LTR7:493	LTR7:3607	NA
solo:LTR7C:494	LTR7C:3608	NA
solo:LTR7B:495	LTR7B:3609	NA
solo:LTR7B:496	LTR7B:3665	NA
solo:LTR7B:497	LTR7B:3666	NA
solo:LTR7B:497	LTR7B:3667	NA
solo:LTR7:498	LTR7:3683	NA
solo:LTR7C:499	LTR7C:3684	NA
solo:LTR7:500	LTR7:3737	NA
solo:LTR7C:501	LTR7C:3738	NA
solo:LTR7B:502	LTR7B:3739	NA
solo:LTR7B:503	LTR7B:3740	NA
solo:LTR7B:503	LTR7B:3741	NA
solo:LTR7B:503	LTR7B:3742	NA
solo:LTR7B:503	LTR7B:3743	NA
solo:LTR7:504	LTR7:3759	NA
solo:LTR7:504	LTR7:3760	NA
solo:LTR7Y:505	LTR7Y:3784	NA
solo:LTR7Y:506	LTR7Y:3783	NA
solo:LTR7Y:507	LTR7Y:3785	NA
solo:LTR7Y:508	LTR7Y:3786	NA
solo:LTR7B:509	LTR7B:3787	NA
solo:LTR7:510	LTR7:3788	NA
solo:LTR7Y:511	LTR7Y:3789	NA
solo:LTR7:512	LTR7:4682	NA
solo:LTR7B:513	LTR7B:4683	NA
solo:LTR7B:514	LTR7B:4696	NA
solo:LTR7B:515	LTR7B:4697	NA
solo:LTR7:516	LTR7:4698	NA
solo:LTR7:517	LTR7:4699	NA
solo:LTR7B:518	LTR7B:4700	NA
solo:LTR7:519	LTR7:4701	NA
solo:LTR7:520	LTR7:4702	NA
solo:LTR7Y:521	LTR7Y:4703	NA
solo:LTR7C:522	LTR7C:4704	NA
solo:LTR7Y:523	LTR7Y:4728	NA
solo:LTR7B:524	LTR7B:4729	NA
solo:LTR7:525	LTR7:4730	NA
solo:LTR7:526	LTR7:4731	NA
solo:LTR7B:527	LTR7B:4648	NA
solo:LTR7B:528	LTR7B:4749	NA
solo:LTR7B:529	LTR7B:4750	NA
solo:LTR7:530	LTR7:4751	NA
solo:LTR7:530	LTR7:4752	NA
solo:LTR7:531	LTR7:4753	NA
solo:LTR7:532	LTR7:4754	NA
solo:LTR7:533	LTR7:4755	NA
solo:LTR7:534	LTR7:4630	NA
solo:LTR7C_LTR7:535	LTR7C:4189	NA
solo:LTR7C_LTR7:535	LTR7:4190	NA
solo:LTR7:536	LTR7:4191	NA
solo:LTR7:537	LTR7:4192	NA
solo:LTR7B:538	LTR7B:4193	NA
solo:LTR7C:539	LTR7C:4196	NA
solo:LTR7B:540	LTR7B:4197	NA
solo:LTR7B:540	LTR7B:4198	NA
solo:LTR7:541	LTR7:4199	NA
solo:LTR7:542	LTR7:4200	NA
solo:LTR7B:543	LTR7B:4771	NA
solo:LTR7B:543	LTR7B:4772	NA
solo:LTR7:544	LTR7:4201	NA
solo:LTR7:545	LTR7:4202	NA
solo:LTR7:546	LTR7:4213	NA
solo:LTR7:547	LTR7:4787	NA
solo:LTR7:548	LTR7:4801	NA
solo:LTR7B:549	LTR7B:4809	NA
solo:LTR7B:549	LTR7B:4810	NA
solo:LTR7B:549	LTR7B:4811	NA
solo:LTR7B:549	LTR7B:4812	NA
solo:LTR7:550	LTR7:4813	NA
solo:LTR7:551	LTR7:4230	NA
solo:LTR7C:552	LTR7C:4814	NA
solo:LTR7B:553	LTR7B:4815	NA
solo:LTR7B:554	LTR7B:4231	NA
solo:LTR7B:555	LTR7B:4235	NA
solo:LTR7:556	LTR7:4236	NA
